,state,county,congressional district,county_fips,state_name,state_code,Year_id,Year_display-label,GEO_display-label,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Hispanic,Two or More Races,Persons of Color,Total Population,Percentage Persons of Color,Majority-Minority County,Female,Male,DI_2000,DI_2015,DI_ratio,Percent Asian,Percent Black or African American,Percent White,Percent American Indian and Alaska Native,Percent Native Hawaiian and Other Pacific Islander,Percent Hispanic,Percent Two or More Races,perc_clinton,votes_clinton,perc_all_other,votes_all_other,perc_precincts,perc_trump,votes_trump,Majority,percent_majority,percent_majority_f,perc_clinton_f,perc_trump_f,perc_all_other_f,perc_precincts_f,DI_2015_f,DI_ratio_f,County Name,Total Population_f,county_pop_txt,results_txt
10,01,021,06,01021,Alabama,AL,est72015,"July 1, 2015","Chilton County, Alabama",35270.0,4464.0,138.0,173.0,12.0,3313.0,573.0,8673.0,43943.0,0.197369319346,majority,22347.0,21596.0,0.252124802217,0.337743833472,1.3395898797,0.0039369182805,0.101586145689,0.802630680654,0.00314043192317,0.000273081036798,0.0753931229092,0.0130396195071,15.94,2909.0,1.52,278.0,100.0,82.54,15068.0,White (1%),0.802630680654,(1%),16%,83%,2%,100%,0.34,1.34X,"Chilton County, Alabama","43,943","<strong>Total Population:</strong> 43,943<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.34<br>                                                <strong>Change in Diversity: </strong> 1.34X<br>",<strong>Percent Clinton:</strong> 16%<br>                                                      <strong>Percent Trump:</strong> 83%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>
11,01,023,07,01023,Alabama,AL,est72015,"July 1, 2015","Choctaw County, Alabama",7422.0,5537.0,24.0,20.0,1.0,98.0,68.0,5748.0,13170.0,0.436446469248,majority,6918.0,6252.0,0.504128335577,0.503966776116,0.999679527119,0.00151860288535,0.420425208808,0.563553530752,0.00182232346241,7.59301442673e-05,0.00744115413819,0.00516324981017,42.78,3109.0,0.78,57.0,100.0,56.44,4102.0,White (1%),0.563553530752,(1%),43%,56%,1%,100%,0.50,1.00X,"Choctaw County, Alabama","13,170","<strong>Total Population:</strong> 13,170<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.50<br>                                                <strong>Change in Diversity: </strong> 1.00X<br>",<strong>Percent Clinton:</strong> 43%<br>                                                      <strong>Percent Trump:</strong> 56%<br>                                                      <strong>Percent 3rd Party:</strong> 1%<br>
12,01,025,"01, 07",01025,Alabama,AL,est72015,"July 1, 2015","Clarke County, Alabama",13101.0,10838.0,95.0,105.0,4.0,334.0,198.0,11574.0,24675.0,0.46905775076,majority,13010.0,11665.0,0.503806917988,0.521728546063,1.03557241363,0.00425531914894,0.439229989868,0.53094224924,0.00385005065856,0.00016210739615,0.0135359675785,0.00802431610942,44.16,5712.0,0.88,115.0,100.0,54.96,7109.0,White (1%),0.53094224924,(1%),44%,55%,1%,100%,0.52,1.04X,"Clarke County, Alabama","24,675","<strong>Total Population:</strong> 24,675<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.52<br>                                                <strong>Change in Diversity: </strong> 1.04X<br>",<strong>Percent Clinton:</strong> 44%<br>                                                      <strong>Percent Trump:</strong> 55%<br>                                                      <strong>Percent 3rd Party:</strong> 1%<br>
13,01,027,03,01027,Alabama,AL,est72015,"July 1, 2015","Clay County, Alabama",10785.0,1945.0,71.0,34.0,0.0,456.0,264.0,2770.0,13555.0,0.204352637403,majority,6867.0,6688.0,0.309081625491,0.344083459104,1.11324462772,0.00250829952047,0.143489487274,0.795647362597,0.00523791958687,0.0,0.0336407229805,0.0194762080413,18.78,1234.0,1.64,108.0,100.0,79.58,5230.0,White (1%),0.795647362597,(1%),19%,80%,2%,100%,0.34,1.11X,"Clay County, Alabama","13,555","<strong>Total Population:</strong> 13,555<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.34<br>                                                <strong>Change in Diversity: </strong> 1.11X<br>",<strong>Percent Clinton:</strong> 19%<br>                                                      <strong>Percent Trump:</strong> 80%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>
14,01,029,03,01029,Alabama,AL,est72015,"July 1, 2015","Cleburne County, Alabama",13840.0,538.0,58.0,30.0,1.0,368.0,183.0,1178.0,15018.0,0.0784392062858,majority,7594.0,7424.0,0.11769308194,0.147711865918,1.25505988528,0.00199760287655,0.0358236782528,0.921560793714,0.00386203222799,6.65867625516e-05,0.024503928619,0.0121853775469,10.47,684.0,1.69,110.0,100.0,87.84,5738.0,White (1%),0.921560793714,(1%),10%,88%,2%,100%,0.15,1.26X,"Cleburne County, Alabama","15,018","<strong>Total Population:</strong> 15,018<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.15<br>                                                <strong>Change in Diversity: </strong> 1.26X<br>",<strong>Percent Clinton:</strong> 10%<br>                                                      <strong>Percent Trump:</strong> 88%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>
15,01,031,02,01031,Alabama,AL,est72015,"July 1, 2015","Coffee County, Alabama",36281.0,8929.0,589.0,815.0,68.0,3239.0,1290.0,14930.0,51211.0,0.291538927184,majority,25793.0,25418.0,0.390410062332,0.458203657525,1.17364715138,0.0159145496085,0.174357071723,0.708461072816,0.0115014352385,0.00132783972193,0.0632481302845,0.0251899006073,20.45,4194.0,2.4,494.0,100.0,77.15,15825.0,White (1%),0.708461072816,(1%),20%,77%,2%,100%,0.46,1.17X,"Coffee County, Alabama","51,211","<strong>Total Population:</strong> 51,211<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.46<br>                                                <strong>Change in Diversity: </strong> 1.17X<br>",<strong>Percent Clinton:</strong> 20%<br>                                                      <strong>Percent Trump:</strong> 77%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>
16,01,033,04,01033,Alabama,AL,est72015,"July 1, 2015","Colbert County, Alabama",42664.0,8787.0,280.0,270.0,22.0,1355.0,976.0,11690.0,54354.0,0.21507156787,majority,28180.0,26174.0,0.317097364417,0.354642027893,1.11840105813,0.0049674356993,0.161662435147,0.78492843213,0.00515141479928,0.000404754019943,0.0249291680465,0.0179563601575,29.63,7296.0,2.48,612.0,100.0,67.89,16718.0,White (1%),0.78492843213,(1%),30%,68%,2%,100%,0.35,1.12X,"Colbert County, Alabama","54,354","<strong>Total Population:</strong> 54,354<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.35<br>                                                <strong>Change in Diversity: </strong> 1.12X<br>",<strong>Percent Clinton:</strong> 30%<br>                                                      <strong>Percent Trump:</strong> 68%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>
17,01,035,02,01035,Alabama,AL,est72015,"July 1, 2015","Conecuh County, Alabama",6413.0,5844.0,51.0,24.0,4.0,189.0,147.0,6259.0,12672.0,0.493923611111,majority,6581.0,6091.0,0.50695996027,0.524002394681,1.03361692391,0.00189393939394,0.461174242424,0.506076388889,0.00402462121212,0.000315656565657,0.0149147727273,0.0116003787879,46.91,3069.0,0.93,61.0,100.0,52.16,3413.0,White (1%),0.506076388889,(1%),47%,52%,1%,100%,0.52,1.03X,"Conecuh County, Alabama","12,672","<strong>Total Population:</strong> 12,672<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.52<br>                                                <strong>Change in Diversity: </strong> 1.03X<br>",<strong>Percent Clinton:</strong> 47%<br>                                                      <strong>Percent Trump:</strong> 52%<br>                                                      <strong>Percent 3rd Party:</strong> 1%<br>
18,01,037,06,01037,Alabama,AL,est72015,"July 1, 2015","Coosa County, Alabama",7066.0,3240.0,45.0,20.0,0.0,220.0,133.0,3658.0,10724.0,0.341104065647,majority,5338.0,5386.0,0.472080527529,0.469964119782,0.995516850148,0.00186497575532,0.302126072361,0.658895934353,0.00419619544946,0.0,0.0205147333085,0.0124020887728,34.08,1780.0,1.28,67.0,100.0,64.64,3376.0,White (1%),0.658895934353,(1%),34%,65%,1%,100%,0.47,1.00X,"Coosa County, Alabama","10,724","<strong>Total Population:</strong> 10,724<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.47<br>                                                <strong>Change in Diversity: </strong> 1.00X<br>",<strong>Percent Clinton:</strong> 34%<br>                                                      <strong>Percent Trump:</strong> 65%<br>                                                      <strong>Percent 3rd Party:</strong> 1%<br>
19,01,039,02,01039,Alabama,AL,est72015,"July 1, 2015","Covington County, Alabama",31318.0,4925.0,230.0,182.0,2.0,586.0,592.0,6517.0,37835.0,0.172247918594,majority,19596.0,18239.0,0.248984348016,0.296134332948,1.18936927284,0.00481036077706,0.130170477071,0.827752081406,0.00607902735562,5.28611074402e-05,0.01548830448,0.0156468878023,15.04,2379.0,1.37,217.0,100.0,83.59,13222.0,White (1%),0.827752081406,(1%),15%,84%,1%,100%,0.30,1.19X,"Covington County, Alabama","37,835","<strong>Total Population:</strong> 37,835<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.30<br>                                                <strong>Change in Diversity: </strong> 1.19X<br>",<strong>Percent Clinton:</strong> 15%<br>                                                      <strong>Percent Trump:</strong> 84%<br>                                                      <strong>Percent 3rd Party:</strong> 1%<br>
20,01,041,02,01041,Alabama,AL,est72015,"July 1, 2015","Crenshaw County, Alabama",9799.0,3354.0,73.0,243.0,1.0,250.0,243.0,4164.0,13963.0,0.298216715606,majority,7152.0,6811.0,0.396983079988,0.44771515948,1.12779405987,0.0174031368617,0.2402062594,0.701783284394,0.00522810284323,7.16178471675e-05,0.0179044617919,0.0174031368617,26.6,1663.0,1.25,78.0,100.0,72.15,4511.0,White (1%),0.701783284394,(1%),27%,72%,1%,100%,0.45,1.13X,"Crenshaw County, Alabama","13,963","<strong>Total Population:</strong> 13,963<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.45<br>                                                <strong>Change in Diversity: </strong> 1.13X<br>",<strong>Percent Clinton:</strong> 27%<br>                                                      <strong>Percent Trump:</strong> 72%<br>                                                      <strong>Percent 3rd Party:</strong> 1%<br>
21,01,043,04,01043,Alabama,AL,est72015,"July 1, 2015","Cullman County, Alabama",75404.0,1157.0,423.0,431.0,32.0,3518.0,1040.0,6601.0,82005.0,0.0804950917627,majority,41507.0,40498.0,0.0862120556974,0.15032317768,1.74364451078,0.00525577708676,0.014108895799,0.919504908237,0.00515822205963,0.00039022010853,0.0428998231815,0.0126821535272,10.01,3730.0,2.18,814.0,100.0,87.81,32734.0,White (1%),0.919504908237,(1%),10%,88%,2%,100%,0.15,1.74X,"Cullman County, Alabama","82,005","<strong>Total Population:</strong> 82,005<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.15<br>                                                <strong>Change in Diversity: </strong> 1.74X<br>",<strong>Percent Clinton:</strong> 10%<br>                                                      <strong>Percent Trump:</strong> 88%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>
22,01,045,02,01045,Alabama,AL,est72015,"July 1, 2015","Dale County, Alabama",34399.0,9780.0,335.0,679.0,64.0,2917.0,1391.0,15166.0,49565.0,0.305982043781,majority,25145.0,24420.0,0.422391248273,0.46953548478,1.11161272091,0.0136991828912,0.197316654898,0.694017956219,0.00675880157369,0.00129123373348,0.0588520125088,0.0280641581761,23.68,4408.0,2.2,411.0,100.0,74.12,13798.0,White (1%),0.694017956219,(1%),24%,74%,2%,100%,0.47,1.11X,"Dale County, Alabama","49,565","<strong>Total Population:</strong> 49,565<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.47<br>                                                <strong>Change in Diversity: </strong> 1.11X<br>",<strong>Percent Clinton:</strong> 24%<br>                                                      <strong>Percent Trump:</strong> 74%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>
23,01,047,07,01047,Alabama,AL,est72015,"July 1, 2015","Dallas County, Alabama",11668.0,28511.0,79.0,171.0,11.0,371.0,320.0,29463.0,41131.0,0.716321023073,minority,22093.0,19038.0,0.471881908797,0.433705597692,0.919097743751,0.00415744815346,0.693175463762,0.283678976927,0.00192069242177,0.00026743818531,0.00901996061365,0.0077800199363,68.48,12826.0,0.64,120.0,100.0,30.88,5784.0,Black or African American (1%),0.693175463762,(1%),68%,31%,1%,100%,0.43,0.92X,"Dallas County, Alabama","41,131","<strong>Total Population:</strong> 41,131<br>                                                <strong>Majority:</strong> Black or African American (1%)<br>                                                <strong>Diversity Index:</strong> 0.43<br>                                                <strong>Change in Diversity: </strong> 0.92X<br>",<strong>Percent Clinton:</strong> 68%<br>                                                      <strong>Percent Trump:</strong> 31%<br>                                                      <strong>Percent 3rd Party:</strong> 1%<br>
24,01,049,04,01049,Alabama,AL,est72015,"July 1, 2015","DeKalb County, Alabama",57321.0,1305.0,872.0,179.0,51.0,9824.0,1578.0,13809.0,71130.0,0.194137494728,majority,36056.0,35074.0,0.173287118178,0.330948437514,1.90982711811,0.00251651904963,0.0183466891607,0.805862505272,0.0122592436384,0.000716997047659,0.138113313651,0.0221847321805,14.11,3682.0,2.4,625.0,98.11,83.49,21779.0,White (1%),0.805862505272,(1%),14%,83%,2%,98%,0.33,1.91X,"DeKalb County, Alabama","71,130","<strong>Total Population:</strong> 71,130<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.33<br>                                                <strong>Change in Diversity: </strong> 1.91X<br>",<strong>Percent Clinton:</strong> 14%<br>                                                      <strong>Percent Trump:</strong> 83%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>
25,01,051,02,01051,Alabama,AL,est72015,"July 1, 2015","Elmore County, Alabama",59765.0,17219.0,307.0,573.0,61.0,2203.0,1340.0,21703.0,81468.0,0.266399076938,majority,41914.0,39554.0,0.370133597201,0.414145991349,1.11890948155,0.0070334364413,0.211359061226,0.733600923062,0.00376835076349,0.000748760249423,0.0270412922865,0.0164481759709,22.86,8436.0,2.3,850.0,100.0,74.84,27619.0,White (1%),0.733600923062,(1%),23%,75%,2%,100%,0.41,1.12X,"Elmore County, Alabama","81,468","<strong>Total Population:</strong> 81,468<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.41<br>                                                <strong>Change in Diversity: </strong> 1.12X<br>",<strong>Percent Clinton:</strong> 23%<br>                                                      <strong>Percent Trump:</strong> 75%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>
26,01,053,01,01053,Alabama,AL,est72015,"July 1, 2015","Escambia County, Alabama",22810.0,12178.0,1265.0,98.0,12.0,751.0,675.0,14979.0,37789.0,0.396385191458,majority,18419.0,19370.0,0.493680861723,0.527525211138,1.06855511736,0.00259334727037,0.322263092434,0.603614808542,0.0334753499696,0.000317552726984,0.0198735081638,0.0178623408929,30.88,4698.0,1.53,233.0,100.0,67.59,10282.0,White (1%),0.603614808542,(1%),31%,68%,2%,100%,0.53,1.07X,"Escambia County, Alabama","37,789","<strong>Total Population:</strong> 37,789<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.53<br>                                                <strong>Change in Diversity: </strong> 1.07X<br>",<strong>Percent Clinton:</strong> 31%<br>                                                      <strong>Percent Trump:</strong> 68%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>
27,01,055,04,01055,Alabama,AL,est72015,"July 1, 2015","Etowah County, Alabama",80591.0,15944.0,369.0,789.0,35.0,3694.0,1635.0,22466.0,103057.0,0.217995866365,majority,53306.0,49751.0,0.303171583408,0.361080120655,1.19100911964,0.00765595738281,0.154710500015,0.782004133635,0.00358054280641,0.000339617881367,0.0358442415362,0.0158650067438,23.81,10350.0,2.28,992.0,97.14,73.91,32132.0,White (1%),0.782004133635,(1%),24%,74%,2%,97%,0.36,1.19X,"Etowah County, Alabama","103,057","<strong>Total Population:</strong> 103,057<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.36<br>                                                <strong>Change in Diversity: </strong> 1.19X<br>",<strong>Percent Clinton:</strong> 24%<br>                                                      <strong>Percent Trump:</strong> 74%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>
28,01,057,04,01057,Alabama,AL,est72015,"July 1, 2015","Fayette County, Alabama",14195.0,2009.0,55.0,42.0,1.0,265.0,192.0,2564.0,16759.0,0.152992421982,majority,8475.0,8284.0,0.236199942735,0.267226678016,1.13135792888,0.00250611611671,0.119875887583,0.847007578018,0.00328181872427,5.96694313503e-05,0.0158123993078,0.0114565308193,16.57,1358.0,1.62,133.0,100.0,81.81,6705.0,White (1%),0.847007578018,(1%),17%,82%,2%,100%,0.27,1.13X,"Fayette County, Alabama","16,759","<strong>Total Population:</strong> 16,759<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.27<br>                                                <strong>Change in Diversity: </strong> 1.13X<br>",<strong>Percent Clinton:</strong> 17%<br>                                                      <strong>Percent Trump:</strong> 82%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>
29,01,059,04,01059,Alabama,AL,est72015,"July 1, 2015","Franklin County, Alabama",24587.0,1273.0,139.0,92.0,43.0,5081.0,481.0,7109.0,31696.0,0.224286976275,majority,15848.0,15848.0,0.229216198612,0.371856996841,1.62229807096,0.00290257445734,0.0401627965674,0.775713023725,0.00438541140838,0.00135663806159,0.160304139324,0.0151754164563,18.38,2197.0,2.44,292.0,100.0,79.18,9466.0,White (1%),0.775713023725,(1%),18%,79%,2%,100%,0.37,1.62X,"Franklin County, Alabama","31,696","<strong>Total Population:</strong> 31,696<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.37<br>                                                <strong>Change in Diversity: </strong> 1.62X<br>",<strong>Percent Clinton:</strong> 18%<br>                                                      <strong>Percent Trump:</strong> 79%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>
